Dialogue_ID,Utterance_ID,Emotion,Word_Count,Char_Count,Sentiment_Polarity,Audio_Duration,MFCCs,Utterance,Clean_Utterance
331,6,neutral,1,8,0.0,3.0933333333333333,"[-350.69866943359375, 91.26966857910156, -18.430397033691406, 4.642656326293945, -16.981428146362305, -1.024843454360962, -4.866502285003662, -6.428065299987793, -1.4153037071228027, 2.410717725753784, -18.225242614746094, 3.328256845474243, -1.3272837400436401]",What happened?,happened
331,7,neutral,8,49,0.2732,1.6853333333333331,"[-325.4774475097656, 66.78369140625, -10.027292251586914, 15.667964935302734, -9.274163246154785, -1.0918200016021729, -13.00738525390625, -5.919735908508301, -3.7268805503845215, 4.741300582885742, -15.099942207336426, 2.0356264114379883, -1.8257242441177368]","Well, y'know, a little of this, a little of that. Got myself a date tomorrow night.",well y'know little little got date tomorrow night
331,8,joy,7,37,0.0,4.010666666666666,"[-372.31878662109375, 61.07879638671875, -8.169928550720215, 15.345292091369629, -6.322476863861084, -20.142192840576172, -4.585923671722412, -1.787905216217041, -12.221665382385254, 7.373453140258789, -9.191934585571289, -2.612537145614624, -3.8707079887390137]","See, didn't I tell you?! You're getting over Ross already!",see n't tell 're getting ross already
331,9,joy,1,3,0.0,1.0453333333333332,"[-435.1434631347656, 115.61363983154297, -9.087242126464844, 18.55537223815918, -11.40723705291748, 0.6545023918151855, -3.845278263092041, -2.577286958694458, -3.2225046157836914, 8.670369148254395, -4.798540115356445, 5.162410259246826, -5.577700138092041]",Get out!,get
332,0,surprise,5,24,0.0,2.432,"[-156.86053466796875, 79.63040924072266, 1.9757030010223389, 15.266647338867188, -4.042090892791748, 9.710722923278809, -9.482726097106934, 8.02289867401123, 2.2347068786621094, -1.0464410781860352, 3.364023208618164, 2.7067854404449463, -0.9543691873550415]",I just didnt see the fast song coming.,didnt see fast song coming
332,1,neutral,1,3,0.0,0.064,"[-152.14955139160156, 35.10940933227539, 15.134757995605469, 23.798059463500977, -14.239230155944824, 1.9385188817977905, 0.46611690521240234, 0.5405044555664062, 12.781571388244629, 8.37545108795166, 3.1766979694366455, 15.925468444824219, 2.657616376876831]",Shh.,shh
332,2,neutral,1,3,0.0,1.7706666666666666,"[-113.79029846191406, 80.81485748291016, -15.61916446685791, 1.844994306564331, -12.911896705627441, 8.855742454528809, -6.38863468170166, 1.886209487915039, 3.553255796432495, 12.192811965942383, -4.830546855926514, 7.842503070831299, 1.4766968488693237]",Shh.,shh
332,3,neutral,11,48,0.2263,2.7306666666666666,"[-177.5016326904297, 91.5403060913086, 9.130582809448242, 20.045806884765625, -3.0301215648651123, 3.885596752166748, -10.738951683044434, 3.7370455265045166, -2.747208595275879, 1.2292134761810303, -0.8293091654777527, 3.7415459156036377, -0.1989966779947281]","Dont try to talk, well get you up to your room, well soak your feet, youll be okay.",dont try talk well get room well soak feet youll okay
332,4,neutral,2,8,0.3612,0.9173333333333332,"[-182.8678741455078, 97.58175659179688, 9.013651847839355, 19.40711784362793, -4.427881717681885, 10.379150390625, -7.584066390991211, 2.9862117767333984, -4.574671268463135, 10.565266609191895, 4.890206813812256, -1.8485268354415894, -3.022031545639038]","Oh, thank you.",oh thank
332,5,joy,1,5,0.632,1.3653333333333333,"[-172.49513244628906, 68.51838684082031, 14.245794296264648, 12.468210220336914, 2.1606462001800537, 8.186945915222168, -5.653132438659668, 4.575570583343506, -0.8883307576179504, 3.3988428115844727, -4.388056755065918, 3.9610865116119385, 1.1285984516143799]",That is so sweet!,sweet
332,6,neutral,1,4,0.296,1.4293333333333331,"[-181.20755004882812, 88.82064056396484, 1.7113133668899536, 24.781158447265625, -10.216126441955566, 9.312064170837402, -3.6060245037078857, 5.934762954711914, 4.693735122680664, 3.7975494861602783, -4.050195217132568, -0.11742739379405975, 1.1786220073699951]",Yeah.,yeah
332,7,anger,4,24,0.4703,4.352,"[-171.0348663330078, 75.4946517944336, 6.603516578674316, 21.14453125, -5.969875335693359, 6.249571323394775, -1.4176217317581177, 7.190243721008301, 4.734005451202393, 3.585808277130127, -2.8911209106445312, 2.245887517929077, -0.5086081624031067]","No, I mean it. There are so few genuinely nice guys out there.",mean genuinely nice guys
332,8,neutral,6,30,0.3612,4.224,"[-137.77273559570312, 92.26176452636719, -18.923826217651367, 9.493789672851562, -14.11606502532959, 9.646251678466797, -5.431744575500488, -5.7022385597229, 3.5278377532958984, 7.372801780700684, -1.0916519165039062, 10.664895057678223, -0.47723984718322754]","Tell me about it, I feel like Im holding down the fort all by myself.",tell feel like im holding fort
332,9,neutral,3,13,0.0,1.3226666666666669,"[-154.00115966796875, 76.36212921142578, -6.3309807777404785, 19.15463638305664, -9.305017471313477, 2.3002328872680664, -3.4802417755126953, 5.093895435333252, -1.1221269369125366, 5.780986785888672, -1.3667722940444946, -1.6661303043365479, 0.7097981572151184]",Its Joey right?,its joey right
332,10,neutral,1,4,0.296,1.3013333333333332,"[-214.283203125, 90.19508361816406, 1.2533851861953735, 20.69877815246582, -0.07273907959461212, 9.978402137756348, -4.651482105255127, 7.809142112731934, 4.509446620941162, 10.737668991088867, 2.337022066116333, -0.2812729477882385, 2.478600025177002]",Yeah.,yeah
332,11,surprise,2,11,0.0,0.6613333333333333,"[-135.21951293945312, 63.74616241455078, -7.53134822845459, 5.066505432128906, -2.4293270111083984, 3.8140017986297607, -29.140857696533203, 15.811094284057617, -11.573798179626465, -0.5928381681442261, 9.347984313964844, -6.266124248504639, -0.8748973608016968]",Wait a minute!,wait minute
332,13,surprise,3,11,0.4753,1.8773333333333333,"[-151.96334838867188, 83.0004653930664, -10.805185317993164, 3.911720037460327, -12.676236152648926, 12.029947280883789, -17.25878143310547, 12.439023971557617, -0.2682686150074005, 8.367222785949707, 2.3365256786346436, -1.0322813987731934, 2.0093657970428467]",Im the nice one!,im nice one
332,14,surprise,5,24,0.0,3.8826666666666663,"[-167.97515869140625, 72.38166809082031, -8.0435152053833, 7.669618129730225, -8.740869522094727, 10.387694358825684, -15.462427139282227, 11.612500190734863, 4.492050647735596, 6.82989501953125, 2.784238576889038, 1.4675860404968262, 1.093022108078003]",Im the one who danced with the kids all night!,im one danced kids night
332,15,neutral,2,10,0.0,1.92,"[-143.01268005371094, 48.42951965332031, 5.08220100402832, 11.843611717224121, -7.174760341644287, 6.216364860534668, -11.387971878051758, 7.112242698669434, -2.7001211643218994, 6.573418140411377, -0.46686485409736633, -0.11311802268028259, 2.0591378211975098]",HowHow small are your feet?,small feet
333,0,neutral,8,44,0.4939,3.669333333333333,"[-313.7124938964844, 76.53118896484375, 5.873338222503662, 25.678857803344727, -2.554378032684326, 2.6541638374328613, -13.036582946777344, -5.85370397567749, -6.603493690490723, 5.346757888793945, 1.9077376127243042, 0.15342384576797485, -9.501386642456055]","Uhh, do you mind sitting there. Im-Im saving this for my friend Ross.",uhh mind sitting im-im saving friend ross
333,1,neutral,3,15,0.0,1.3866666666666667,"[-349.8609619140625, 44.27070999145508, -21.063440322875977, 46.24655532836914, -26.971860885620117, 7.496465682983398, -23.58673858642578, -17.339353561401367, -4.455068588256836, -10.017292976379395, 5.851147651672363, -10.836738586425781, -4.721714973449707]",You mean Dr. Geller?,mean dr. geller
333,2,surprise,5,28,0.6239,3.0933333333333333,"[-370.3314208984375, 75.85284423828125, 2.3603322505950928, 29.042573928833008, -5.402535438537598, -2.0716335773468018, -14.107587814331055, -10.521648406982422, -6.545199871063232, 1.2508702278137207, -2.028517961502075, 3.8874552249908447, -7.413049221038818]",Doctor? Wow! I didnt know he had a nickname.,doctor wow didnt know nickname
333,3,neutral,4,13,0.0,1.8133333333333328,"[-338.7156677246094, 39.99855041503906, -9.263888359069824, 28.179431915283203, -18.451519012451172, 2.5169832706451416, -15.741786003112793, -18.807781219482422, -11.095343589782715, -5.07322359085083, -1.5762412548065186, -2.475006103515625, -9.240320205688477]","Oh, he wont sit here.",oh wont sit
333,4,neutral,8,46,0.0,7.402666666666667,"[-347.9011535644531, 52.19503402709961, 2.208479166030884, 25.113513946533203, -17.94485855102539, 5.155080795288086, -15.270581245422363, -14.983975410461426, -11.342418670654297, -1.6495747566223145, -0.9407811164855957, 0.4620075523853302, -9.045114517211914]","Only the people in the white coats sit over there,  and only the people in the blue blazers sit here.",people white coats sit people blue blazers sit
334,0,joy,9,48,-0.296,4.522666666666667,"[-273.489501953125, 101.96955108642578, -32.217689514160156, 1.466209053993225, -14.549909591674805, 7.444033145904541, -9.78097152709961, -1.823233962059021, -10.983379364013672, -3.0813710689544678, -2.35829758644104, -1.685420274734497, -13.410975456237793]","Yeah, it mustve fallen out a few blocks back. I just figured we hit a dog.",yeah mustve fallen blocks back figured hit dog
334,1,neutral,1,4,0.2263,1.0026666666666666,"[-248.4918212890625, 101.44342803955078, -50.56251907348633, 10.621230125427246, -29.334430694580078, 4.363683700561523, -9.22539234161377, -7.161838531494141, -2.8819031715393066, -9.029378890991211, -5.611566543579102, -6.11175537109375, -8.069552421569824]",Okay.,okay
334,2,sadness,8,42,0.1027,3.349333333333333,"[-350.6129455566406, 79.81715393066406, -40.77753448486328, 4.233359336853027, -15.736854553222656, 9.186579704284668, -8.569802284240723, 6.904140472412109, -10.607579231262207, 1.0441393852233887, -2.5439891815185547, -1.9018656015396118, -3.5909299850463867]","Listen uh, could you put Kathy on, I wanna apologize.",listen uh could put kathy wan na apologize
334,3,neutral,4,16,0.296,1.3866666666666667,"[-450.1954345703125, 66.17259979248047, 13.685482025146484, 20.290130615234375, -3.386324882507324, 16.28144645690918, 3.810502767562866, -0.10267064720392227, -9.013774871826172, -2.3038015365600586, -8.389616966247559, -0.2821629047393799, -2.701303005218506]",Oh yeah man.  Joey.,oh yeah man joey
334,4,neutral,1,3,0.0,1.0026666666666666,"[-430.41400146484375, 55.963523864746094, 7.563302040100098, 32.28688049316406, -0.9734518527984619, 12.07068920135498, -3.383150100708008, 6.2184648513793945, -3.404843330383301, -6.899041652679443, -7.855158805847168, -5.1675567626953125, -5.700042724609375]",Hey.,hey
334,5,neutral,5,20,-0.69,2.88,"[-375.2289733886719, 59.460636138916016, -36.132484436035156, 25.882450103759766, -5.421811103820801, 20.593828201293945, -8.63066577911377, 4.699311256408691, -7.639380931854248, -8.194904327392578, -10.432252883911133, -9.265809059143066, -1.9599448442459106]","Oh no its fine, dont worry about it.",oh its fine dont worry
334,6,neutral,5,32,-0.1531,2.9226666666666667,"[-418.2367858886719, 85.14723205566406, -17.23181915283203, 23.516193389892578, -0.7376386523246765, 5.749978542327881, -7.749209403991699, -2.016771078109741, -6.116674900054932, -10.02022647857666, -8.562546730041504, -13.974467277526855, -2.6389946937561035]","Yeah-no, stop apologizing, its okay.",yeah-no stop apologizing its okay
334,7,neutral,3,17,0.0,2.2613333333333334,"[-495.95135498046875, 69.25114440917969, 2.2618327140808105, 24.310155868530273, 0.19889339804649353, 16.935197830200195, 2.4707064628601074, 11.000154495239258, -8.378059387207031, -2.9848434925079346, -8.826976776123047, -5.287059783935547, -4.393467426300049]",Ill talk to you tomorrow.,ill talk tomorrow
334,8,neutral,3,14,0.0,2.048,"[-401.9103698730469, 80.95386505126953, -0.27771705389022827, 22.977985382080078, -2.7855327129364014, 12.1454496383667, -4.865860939025879, -1.7143617868423462, -5.484951972961426, -2.4760401248931885, -10.916606903076172, -10.08513069152832, -7.299737453460693]","I should uh, probably go.",uh probably go
334,9,neutral,3,13,0.75,1.8773333333333333,"[-422.2408752441406, 46.42900085449219, -0.16298238933086395, 27.48438835144043, 0.08870328217744827, 18.28721046447754, -5.2602739334106445, 6.091545581817627, -2.4737629890441895, 0.8982711434364319, -5.5804009437561035, -4.509555339813232, -4.822717189788818]",Yeah. Yes! Yeah.,yeah yes yeah
334,10,neutral,2,12,0.0,2.005333333333333,"[-399.1802062988281, 55.11345291137695, -25.415987014770508, 21.12776756286621, 2.3214097023010254, 17.213150024414062, -3.589689016342163, 8.564508438110352, -4.951651096343994, -8.742497444152832, -7.1921067237854, -5.76951789855957, -5.307259559631348]",I forgot my purse.,forgot purse
334,11,neutral,1,2,0.0,1.4293333333333331,"[-529.7655029296875, 91.15081024169922, 26.74131202697754, 18.66545867919922, -4.235109329223633, 16.652910232543945, 4.558720588684082, 3.267991781234741, -2.887770175933838, 2.8652493953704834, -4.973704814910889, 3.6365315914154053, -4.452617168426514]",Oh.,oh
334,12,neutral,3,19,-0.2911,2.688,"[-327.4820861816406, 67.36746215820312, -31.33095359802246, 9.048686981201172, -13.014775276184082, 8.492790222167969, -9.413884162902832, -7.401097297668457, -9.685300827026367, -12.089414596557617, -13.344269752502441, -8.386181831359863, -9.928256034851074]","No, I really did forget my purse.",really forget purse
335,0,neutral,12,58,0.0,6.058666666666666,"[-328.019775390625, 102.89260864257812, 1.41117525100708, 9.989587783813477, -4.818899154663086, 7.0193681716918945, -22.336265563964844, 1.373184323310852, -12.076729774475098, -6.526128768920898, 2.462101459503174, -1.2752596139907837, -7.442513942718506]","A new place for a new Ross. I'm gonna have you and all the guys from work over once it's y'know, furnished.",new place new ross 'm gon na guys work 's y'know furnished
335,1,joy,7,30,0.4215,2.1333333333333333,"[-312.0185852050781, 56.889556884765625, 4.755958557128906, 44.401893615722656, -3.183124542236328, 2.3882336616516113, -20.697439193725586, -6.814694881439209, 6.576271057128906, -7.552619457244873, 0.808692455291748, -0.9772266149520874, -7.955608367919922]",I must say it's nice to see you back on your feet.,must say 's nice see back feet
335,2,neutral,6,39,0.0516,3.968,"[-315.35546875, 102.08871459960938, -5.352441310882568, 23.123693466186523, -7.721646308898926, 0.8816201686859131, -31.450969696044922, 2.9980180263519287, -6.904379367828369, 2.803175210952759, 2.9635210037231445, -7.729748249053955, -11.290692329406738]",Well I am that. And that whole rage thing is definitely behind me.,well whole rage thing definitely behind
335,3,neutral,5,30,0.0,3.136,"[-380.95880126953125, 79.38001251220703, 9.676887512207031, 35.454307556152344, 20.777353286743164, -3.959749221801758, 2.0076942443847656, -3.1464829444885254, 3.877887725830078, -6.918690204620361, -3.7678818702697754, -3.6919095516204834, -9.488961219787598]",I wonder if its time for you to rejoin our team at the museum?,wonder time rejoin team museum
336,0,surprise,6,22,0.0,11.178666666666668,"[-387.16766357421875, 69.34201049804688, -12.786202430725098, 16.227296829223633, -14.542679786682129, 8.553812980651855, -5.989570140838623, 1.9813131093978882, -3.0003421306610107, 7.20176887512207, -1.6235418319702148, -0.7388935089111328, -4.696596622467041]","....and 12, 22, 18, four...  What?",.... 12 22 18 four ...
336,1,joy,2,15,0.0,2.837333333333333,"[-305.9837646484375, 93.29692077636719, -25.421669006347656, 8.25822639465332, -22.154460906982422, -1.2442017793655396, -11.870598793029785, -9.016169548034668, -0.8200805187225342, -1.8858236074447632, -8.187544822692871, 2.7079689502716064, -6.680160045623779]",I spelled out boobies.,spelled boobies
336,2,neutral,8,51,0.8674,6.442666666666667,"[-358.16510009765625, 77.67394256591797, -19.751008987426758, 15.38661003112793, -14.196322441101074, -5.05202054977417, -13.144133567810059, -0.6993266344070435, -2.493360757827759, -5.764764308929443, -7.390946865081787, -2.727505922317505, -5.70807409286499]","Ross, but me down for another box of the mint treasures, okay. Where, where are the mint treasures?",ross another box mint treasures okay mint treasures
336,3,neutral,3,11,0.0,2.0906666666666665,"[-363.1424560546875, 89.01642608642578, -9.85439682006836, 5.584348201751709, -23.784900665283203, 2.483177900314331, -12.000016212463379, -1.800522804260254, -5.811181545257568, 5.262314319610596, 0.7648399472236633, 3.763422727584839, -11.499038696289062]","Ah, were out. I sold them all.",ah were sold
336,7,anger,2,12,0.0,5.312,"[-378.20928955078125, 56.83159255981445, -16.177940368652344, 14.386773109436035, -11.828725814819336, 3.122008800506592, -6.94197940826416, 2.206003189086914, -5.2002763748168945, -1.190999984741211, -8.309646606445312, -1.1337305307388306, -0.7317659258842468]","No, just, just, just a couple more boxes.",couple boxes
336,8,fear,8,40,0.0258,9.685333333333332,"[-326.9467468261719, 69.11849212646484, -26.76363754272461, 9.172103881835938, -18.15172576904297, -0.5596279501914978, -9.779714584350586, -2.1248457431793213, -7.153988361358643, -1.5991700887680054, -10.726704597473145, -3.9025819301605225, -3.410759687423706]","It-it-its no big deal, all right, Im-Im cool.",it-it-its big deal right im-im cool
336,9,sadness,5,24,0.4574,10.645333333333332,"[-282.0687255859375, 73.30040740966797, -36.32399368286133, 5.4553914070129395, -23.797513961791992, -3.59672474861145, -13.977553367614746, -3.7523255348205566, -8.32834529876709, -1.8690338134765625, -11.58715534210205, -7.382879257202148, -5.953767776489258]",You gotta help me out with a couple more boxes!,got ta help couple boxes
336,10,disgust,4,20,0.0,2.517333333333333,"[-318.87396240234375, 82.32549285888672, -28.25478744506836, 20.81783103942871, -11.264084815979004, 0.35850974917411804, -15.425773620605469, -9.014684677124023, -8.222381591796875, -5.362898349761963, -0.404113233089447, 7.035404205322266, -4.398161888122559]","Mon, look at yourself. You have cookie on your neck.",mon look cookie neck
336,11,sadness,2,6,0.3382,1.0453333333333332,"[-173.3068084716797, 85.15660858154297, -67.92586517333984, -10.108412742614746, -36.1472282409668, 1.6194390058517456, -18.358074188232422, -10.704912185668945, -4.7400102615356445, -0.9295381307601929, -15.6026611328125, -4.870137691497803, -5.466466903686523]",Oh God!,oh god
336,12,neutral,3,13,0.0,4.053333333333334,"[-300.2242431640625, 63.59935760498047, -23.63541030883789, 7.0473151206970215, -22.031341552734375, 4.984468460083008, -17.251522064208984, -2.3295350074768066, -7.20659065246582, -0.1949789822101593, -4.664911270141602, 0.9530081748962402, -3.4878129959106445]","So, how many have you sold so far?",many sold far
336,13,surprise,5,34,0.0,8.469333333333333,"[-325.5301208496094, 62.734317779541016, -19.762516021728516, 7.3582611083984375, -20.914390563964844, 1.3857500553131104, -17.155078887939453, 0.22272281348705292, -8.25597858428955, -1.4453414678573608, -2.6823692321777344, 1.6494395732879639, -3.0628576278686523]",Check this out. Five hundred and seventeen boxes!,check five hundred seventeen boxes
336,14,surprise,2,6,0.2732,4.266666666666667,"[-344.4893493652344, 64.11900329589844, -17.80698585510254, 8.11333179473877, -21.477825164794922, -1.8061150312423706, -17.81139373779297, 2.519796371459961, -9.463390350341797, -2.540323257446289, -0.7418972253799438, 2.3373913764953613, -2.57768177986145]","Oh my God, how did you do that?",oh god
336,15,joy,14,92,0.2942,9.813333333333333,"[-301.29608154296875, 64.71580505371094, -17.35967445373535, 15.365943908691406, -19.168397903442383, 6.54033899307251, -22.453445434570312, -2.190302848815918, -11.226777076721191, -3.010862350463867, -3.4829070568084717, 1.1180713176727295, -1.3022428750991821]","Okay, the other night I was leaving the museum just as Laser Floyd was letting out of the planetarium, without even trying I sold 50 boxes!",okay night leaving museum laser floyd letting planetarium without even trying sold 50 boxes
336,16,joy,13,82,0.5719,10.069333333333333,"[-285.4779052734375, 66.5795669555664, -31.369327545166016, 11.85660457611084, -22.3769474029541, 2.6700899600982666, -20.094982147216797, -3.0258288383483887, -9.54776668548584, -2.655017375946045, -4.599579811096191, -1.7439427375793457, -5.4948906898498535]","Thats when it occurred to me, the key to my success, the munchies. So I ah, started hitting the NYU dorms around midnight.",thats occurred key success the munchies. ah started hitting nyu dorms around midnight
336,17,joy,3,20,0.0,3.1786666666666665,"[-299.185302734375, 54.94658660888672, -28.39202308654785, 11.867576599121094, -20.877172470092773, -0.9886482954025269, -20.986642837524414, 1.109279751777649, -13.493236541748047, -6.866011142730713, -4.7633137702941895, -5.336860179901123, -3.234855890274048]",I am selling cookies by the case.,selling cookies case
336,18,joy,3,17,0.0,3.669333333333333,"[-259.8719177246094, 52.43342208862305, -35.45681381225586, 14.181663513183594, -19.38983154296875, 1.628027319908142, -26.206806182861328, 3.604792356491089, -15.50155258178711, -6.3396406173706055, -6.594266414642334, -5.65487813949585, -2.800175666809082]",They call me: 'Cookie Dude!',call 'cookie dude
336,19,neutral,10,61,-0.0772,4.266666666666667,"[-281.4747009277344, 73.95999908447266, -15.2500581741333, 16.630796432495117, -12.781580924987793, -0.3608090877532959, -16.307565689086914, -6.354312896728516, -5.682670593261719, -3.789991617202759, -8.192419052124023, -8.233678817749023, -7.895641803741455]","Okay, stop what youre doing, I need envelope stuffers, I need stamp lickers.....",okay stop youre need envelope stuffers need stamp lickers .....
336,20,surprise,4,19,0.2732,2.2186666666666666,"[-314.3330383300781, 67.06160736083984, -14.08980655670166, 17.80579376220703, -11.776692390441895, 3.156111717224121, -20.00806999206543, -1.5570173263549805, -10.349178314208984, -8.36134147644043, -4.226707458496094, -0.4708458483219147, 1.3560038805007935]","Well hey, who did these resumes for ya?",well hey resumes ya
336,21,joy,1,8,0.0,1.4293333333333331,"[-340.65057373046875, 80.18086242675781, -31.470073699951172, 32.842933654785156, -4.438390254974365, -12.575005531311035, -14.292119979858398, 4.216556072235107, -12.891000747680664, -3.824796438217163, -12.15249252319336, 9.0780029296875, -8.253957748413086]",Me! On my computer.,computer
337,0,neutral,1,2,0.0,1.216,"[-261.740234375, 75.51546478271484, -9.584596633911133, 15.541028022766113, -8.785882949829102, 0.46368250250816345, -13.496025085449219, 6.004327297210693, 0.2268756926059723, 7.701433181762695, 0.8661091923713684, 3.8944969177246094, -1.7190048694610596]",Hi.,hi
337,1,surprise,6,38,0.0,3.605333333333333,"[-192.5189971923828, 62.366546630859375, -10.871508598327637, 17.496999740600586, -22.79954719543457, 3.2907168865203857, -9.707876205444336, -6.158430576324463, -7.037361145019531, -11.219001770019531, -10.989034652709961, 3.2876040935516357, -7.953832626342773]",Hey.  Soaps? Shampoos? Are you really taking all this stuff?,hey soaps shampoos really taking stuff
337,2,neutral,4,19,0.0,5.525333333333333,"[-202.81484985351562, 87.93243408203125, -6.452336311340332, 10.914724349975586, -13.07174301147461, 0.47544339299201965, -18.5196475982666, -4.206263065338135, -13.154796600341797, -3.3570547103881836, -7.487551689147949, -4.210302829742432, -6.895454406738281]",Why not? Its built into the price of the room.,its built price room
337,3,surprise,3,19,0.1531,8.768,"[-210.7752685546875, 72.2880859375, -1.8590079545974731, 12.072152137756348, -9.997097969055176, 0.05758361890912056, -16.19429588317871, -3.0287492275238037, -9.6005220413208, -1.4474397897720337, -7.363458633422852, -2.771231174468994, -4.969995021820068]",Yeah but you dont needWhat is this?,yeah dont needwhat
337,4,joy,1,6,0.0,3.008,"[-223.7733917236328, 47.85157775878906, 4.976221561431885, 14.110982894897461, -5.731119155883789, -0.47301289439201355, -13.105693817138672, -1.2993957996368408, -3.303797960281372, 1.5877642631530762, -7.605217456817627, -0.5403063893318176, -2.1380486488342285]",Thread!,thread
337,5,joy,3,24,0.0,6.058666666666666,"[-185.77699279785156, 95.81560516357422, -8.103096961975098, 2.405872106552124, -19.768489837646484, 3.103151559829712, -17.06471061706543, -7.635320663452148, -6.026144981384277, -5.585750102996826, -10.199739456176758, -0.32969945669174194, -4.880541801452637]",Score! Where are the disposable cameras?,score disposable cameras
337,6,sadness,2,18,0.0,3.264,"[-205.27227783203125, 96.0259017944336, 4.933495044708252, 12.908163070678711, -22.70640754699707, 4.796228408813477, -14.67409610748291, -6.2875847816467285, -10.214659690856934, -5.594481468200684, -7.853998184204102, 1.0700788497924805, -3.762359380722046]",What disposable cameras?,disposable cameras
337,7,surprise,6,37,0.0,2.048,"[-181.0098114013672, 90.04917907714844, -26.978097915649414, 18.063352584838867, -17.433107376098633, -2.0900704860687256, -12.698769569396973, -6.421568870544434, -2.9894332885742188, -3.7988998889923096, -4.088251113891602, 2.3215057849884033, -5.825744152069092]",The cameras? Remember last night I told you to take them?,cameras remember last night told take
337,8,neutral,1,3,-0.296,1.1093333333333333,"[-216.8507080078125, 70.00859069824219, 0.8948000073432922, 20.891403198242188, -14.01322078704834, -4.5254926681518555, -16.137859344482422, 0.026702983304858208, -11.666716575622559, -6.00390625, -2.2430882453918457, -0.15194930136203766, -3.258540630340576]",No you didnt.,didnt
337,9,surprise,7,37,0.2244,4.1386666666666665,"[-179.29074096679688, 77.98928833007812, -13.3270845413208, 8.997565269470215, -16.8536434173584, -2.9145851135253906, -17.950761795043945, -4.687145233154297, -13.510903358459473, -7.401987552642822, -8.612316131591797, 0.8664259910583496, -5.1432785987854]","Yes! Remember? Right before we cut the cake, I went up to you and I said",yes remember right cut cake went said
337,10,neutral,12,72,0.5994,5.76,"[-199.06813049316406, 99.25239562988281, -24.43799591064453, 29.556198120117188, -8.119141578674316, -1.5217459201812744, -28.58123016357422, -5.063823699951172, -10.20986270904541, -9.292338371276855, -1.7520925998687744, -5.299971103668213, -3.9245147705078125]","Oh-oh yeah, you-you came up to me and asked if I could do you a favor, and my Uncle Murray came up to you and handed you a check.",oh-oh yeah you-you came asked could favor uncle murray came handed check
337,11,neutral,4,18,0.0,2.005333333333333,"[-191.95632934570312, 95.72718811035156, -17.32512855529785, 25.080692291259766, -15.986353874206543, -2.158031702041626, -24.213865280151367, -12.169323921203613, -10.26711368560791, -3.329169750213623, -4.983669757843018, -4.502925395965576, -3.213618516921997]","And then you said, ""Why do they call it a check?",said `` call check
337,12,neutral,2,14,0.0,1.728,"[-213.08786010742188, 97.24658203125, -18.49593162536621, 19.449426651000977, -18.451074600219727, 2.2035529613494873, -19.889404296875, -5.780012130737305, -9.888615608215332, -6.077754497528076, -0.2597242593765259, -5.555194854736328, -6.982347011566162]","Why not a Yugoslavian?""",yugoslavian ''
337,13,neutral,1,4,0.296,1.5573333333333332,"[-213.21876525878906, 116.96245574951172, -29.320775985717773, 21.39916229248047, -2.8864586353302, -2.826977252960205, -20.99180793762207, -13.665108680725098, -10.550337791442871, -3.356551170349121, -5.3965253829956055, -3.9437592029571533, -4.818794250488281]","Yeah, then you did that.",yeah
337,14,surprise,2,11,0.0,2.944,"[-145.2682342529297, 93.04328155517578, -36.86901092529297, 4.252509593963623, -20.90435791015625, -7.675737380981445, -18.79098892211914, -9.275949478149414, -2.62576961517334, -7.808743953704834, -13.919496536254883, 0.6436341404914856, -6.7505106925964355]",So you dont have the cameras?!,dont cameras
337,15,sadness,2,9,-0.0772,1.728,"[-217.6129913330078, 101.06439208984375, -2.4575998783111572, 4.581777095794678, -26.036609649658203, 10.584704399108887, -14.2772855758667, -0.7618548274040222, -13.893193244934082, -3.345273971557617, -5.256710529327393, -4.65234899520874, -9.038018226623535]",No. Sorry man.,sorry man
337,16,surprise,7,31,-0.6154,5.226666666666667,"[-197.2732391357422, 87.78520202636719, -10.776538848876953, 7.056551933288574, -20.0682373046875, 5.142995834350586, -18.51105499267578, -4.303609848022461, -14.593059539794922, -6.080556869506836, -8.811848640441895, -3.3791184425354004, -9.593690872192383]",So? What? What? Theyre gone! Monicas gonna freak!,theyre gone monicas gon na freak
337,17,neutral,11,59,0.7269,4.970666666666666,"[-189.7440643310547, 91.34176635742188, -12.971964836120605, 4.0948805809021, -22.736820220947266, 3.2562577724456787, -20.094181060791016, -2.8033499717712402, -18.41158676147461, -8.100065231323242, -7.640156269073486, -3.10131573677063, -9.702522277832031]","Well, Im sure theyre still somewhere here in the hotel. Ill-Ill help you look for them.",well im sure theyre still somewhere hotel ill-ill help look
337,18,anger,1,5,0.6249,1.0026666666666666,"[-206.41036987304688, 101.1903076171875, -19.209930419921875, 35.36229705810547, -5.0002641677856445, -7.366724967956543, -27.1209716796875, -0.11116886138916016, -4.495100498199463, -10.307233810424805, -0.2768767476081848, -1.6769945621490479, -6.820348739624023]",Great.,great
337,19,neutral,3,19,0.0,2.3466666666666667,"[-222.31838989257812, 85.97579193115234, -8.065766334533691, 25.573789596557617, -5.469355583190918, -0.6767799854278564, -20.60712432861328, -0.3639538884162903, -6.65728235244751, -7.990328311920166, -5.405932903289795, -2.2177391052246094, -5.4896345138549805]",In-in three minutes.,in-in three minutes
